Train ID,Scheduled Time,Day of Week
T03226,09:49,Thursday
T03227,03:45,Sunday
T03228,18:10,Monday
T03229,19:20,Saturday
T03230,12:43,Tuesday
T03231,10:11,Sunday
T03232,22:20,Thursday
T03233,02:21,Friday
T03234,18:28,Friday
T03235,20:47,Friday
T03236,18:45,Tuesday
T03237,00:39,Wednesday
T03238,07:47,Sunday
T03239,07:39,Monday
T03240,04:23,Wednesday
T03241,06:09,Tuesday
T03242,20:02,Saturday
T03243,19:28,Wednesday
T03244,04:17,Saturday
T03245,01:33,Saturday
T03246,09:48,Tuesday
T03247,23:21,Tuesday
T03248,06:34,Saturday
T03249,07:51,Saturday
T03250,23:14,Sunday
T03251,12:33,Tuesday
T03252,14:40,Monday
T03253,15:04,Monday
T03254,20:09,Tuesday
T03255,02:11,Friday
T03256,06:15,Monday
T03257,13:46,Wednesday
T03258,05:46,Tuesday
T03259,13:11,Tuesday
T03260,09:18,Thursday
T03261,20:12,Sunday
T03262,15:05,Thursday
T03263,12:10,Thursday
T03264,13:32,Saturday
T03265,13:48,Sunday
T03266,15:01,Thursday
T03267,02:48,Friday
T03268,17:09,Saturday
T03269,05:16,Thursday
T03270,09:29,Thursday
T03271,17:38,Monday
T03272,10:08,Thursday
T03273,06:09,Monday
T03274,00:55,Saturday
T03275,23:23,Thursday
T03276,13:25,Wednesday
T03277,12:31,Saturday
T03278,18:04,Monday
T03279,03:24,Tuesday
T03280,06:48,Wednesday
T03281,23:22,Saturday
T03282,15:40,Wednesday
T03283,22:03,Thursday
T03284,13:47,Tuesday
T03285,15:02,Saturday
T03286,22:43,Saturday
T03287,21:41,Wednesday
T03288,19:29,Tuesday
T03289,08:15,Friday
T03290,21:53,Monday
T03291,03:49,Saturday
T03292,22:58,Thursday
T03293,22:37,Friday
T03294,06:56,Tuesday
T03295,13:16,Wednesday
T03296,16:34,Thursday
T03297,18:19,Thursday
T03298,23:55,Monday
T03299,20:36,Sunday
T03300,04:17,Tuesday
T03301,23:25,Wednesday
T03302,00:10,Monday
T03303,03:04,Thursday
T03304,16:26,Wednesday
T03305,23:27,Tuesday
T03306,11:11,Tuesday
T03307,06:31,Friday
T03308,03:28,Sunday
T03309,06:11,Monday
T03310,23:11,Wednesday
T03311,13:28,Friday
T03312,03:55,Tuesday
T03313,02:18,Thursday
T03314,03:17,Wednesday
T03315,00:37,Thursday
T03316,15:43,Monday
T03317,01:17,Saturday
T03318,18:50,Monday
T03319,06:33,Thursday
T03320,19:33,Thursday
T03321,15:48,Friday
T03322,13:21,Saturday
T03323,10:20,Wednesday
T03324,21:25,Friday
T03325,01:22,Sunday
T03326,03:00,Sunday
T03327,22:25,Sunday
T03328,04:01,Monday
T03329,16:17,Sunday
T03330,07:23,Friday
T03331,21:42,Friday
T03332,13:42,Monday
T03333,20:52,Monday
T03334,20:23,Sunday
T03335,23:20,Thursday
T03336,07:38,Thursday
T03337,23:39,Wednesday
T03338,13:59,Saturday
T03339,22:57,Saturday
T03340,12:18,Tuesday
T03341,22:09,Friday
T03342,22:32,Tuesday
T03343,15:50,Wednesday
T03344,21:35,Tuesday
T03345,14:07,Saturday
T03346,17:15,Tuesday
T03347,05:48,Saturday
T03348,02:06,Saturday
T03349,00:10,Thursday
T03350,08:14,Wednesday
T03351,21:30,Monday
T03352,21:08,Saturday
T03353,23:31,Sunday
T03354,22:21,Friday
T03355,19:04,Wednesday
T03356,12:58,Saturday
T03357,23:46,Saturday
T03358,20:50,Sunday
T03359,13:51,Tuesday
T03360,08:07,Monday
T03361,03:05,Saturday
T03362,18:59,Saturday
T03363,03:36,Tuesday
T03364,10:24,Saturday
T03365,00:19,Friday
T03366,17:12,Thursday
T03367,10:49,Sunday
T03368,21:59,Friday
T03369,21:38,Tuesday
T03370,03:25,Friday
T03371,14:20,Sunday
T03372,09:53,Thursday
T03373,21:29,Friday
T03374,09:09,Saturday
T03375,22:02,Wednesday
T03376,09:32,Monday
T03377,08:54,Friday
T03378,15:40,Thursday
T03379,09:45,Monday
T03380,10:09,Tuesday
T03381,23:59,Saturday
T03382,23:03,Sunday
T03383,15:46,Wednesday
T03384,21:58,Monday
T03385,17:25,Thursday
T03386,21:30,Sunday
T03387,12:25,Friday
T03388,23:18,Saturday
T03389,06:44,Thursday
T03390,03:08,Sunday
T03391,18:55,Sunday
T03392,22:19,Saturday
T03393,05:36,Thursday
T03394,22:30,Tuesday
T03395,06:13,Tuesday
T03396,23:41,Wednesday
T03397,23:54,Monday
T03398,21:50,Thursday
T03399,13:43,Monday
T03400,03:22,Tuesday
T03401,01:07,Saturday
T03402,10:37,Tuesday
T03403,20:46,Tuesday
T03404,01:07,Thursday
T03405,15:19,Friday
T03406,05:41,Thursday
T03407,22:50,Saturday
T03408,02:49,Sunday
T03409,20:24,Saturday
T03410,20:28,Monday
T03411,03:07,Monday
T03412,15:41,Friday
T03413,07:01,Friday
T03414,18:30,Saturday
T03415,23:06,Tuesday
T03416,12:30,Saturday
T03417,13:19,Tuesday
T03418,03:20,Saturday
T03419,17:11,Sunday
T03420,22:01,Friday
T03421,17:50,Thursday
T03422,02:33,Friday
T03423,22:52,Monday
T03424,06:42,Tuesday
T03425,19:44,Monday
T03426,17:28,Monday
T03427,01:08,Tuesday
T03428,20:10,Friday
T03429,08:54,Monday
T03430,03:32,Wednesday
T03431,17:10,Saturday
T03432,00:15,Monday
T03433,16:57,Saturday
T03434,17:28,Friday
T03435,15:44,Friday
T03436,11:38,Friday
T03437,06:44,Saturday
T03438,01:15,Tuesday
T03439,04:19,Tuesday
T03440,19:35,Friday
T03441,11:17,Saturday
T03442,19:27,Friday
T03443,08:16,Saturday
T03444,05:25,Monday
T03445,08:43,Saturday
T03446,04:34,Monday
T03447,20:46,Saturday
T03448,22:41,Saturday
T03449,11:36,Saturday
T03450,16:38,Thursday
T03451,04:20,Thursday
T03452,00:38,Monday
T03453,08:07,Monday
T03454,21:35,Monday
T03455,10:40,Wednesday
T03456,10:49,Tuesday
T03457,07:17,Monday
T03458,12:14,Monday
T03459,03:11,Saturday
T03460,09:37,Monday
T03461,16:22,Friday
T03462,09:35,Friday
T03463,03:57,Tuesday
T03464,10:48,Tuesday
T03465,11:51,Saturday
T03466,17:35,Sunday
T03467,12:30,Tuesday
T03468,08:00,Friday
T03469,22:09,Tuesday
T03470,04:24,Saturday
T03471,08:03,Saturday
T03472,11:45,Saturday
T03473,19:26,Thursday
T03474,05:28,Sunday
T03475,14:32,Wednesday
T03476,13:33,Sunday
T03477,07:19,Sunday
T03478,02:19,Sunday
T03479,10:54,Saturday
T03480,02:04,Tuesday
T03481,02:10,Monday
T03482,02:47,Friday
T03483,15:51,Thursday
T03484,21:32,Tuesday
T03485,15:31,Saturday
T03486,21:56,Saturday
T03487,03:25,Friday
T03488,06:58,Monday
T03489,22:27,Friday
T03490,23:22,Saturday
T03491,21:58,Saturday
T03492,19:02,Thursday
T03493,05:43,Tuesday
T03494,05:04,Sunday
T03495,04:32,Monday
T03496,13:31,Tuesday
T03497,11:07,Saturday
T03498,07:53,Sunday
T03499,03:18,Thursday
T03500,09:16,Monday
T03501,23:40,Thursday
T03502,06:59,Saturday
T03503,16:52,Thursday
T03504,19:54,Monday
T03505,11:00,Thursday
T03506,10:19,Monday
T03507,00:22,Tuesday
T03508,12:22,Monday
T03509,13:31,Monday
T03510,16:32,Thursday
T03511,03:58,Monday
T03512,04:49,Wednesday
T03513,07:30,Wednesday
T03514,09:23,Tuesday
T03515,17:51,Monday
T03516,14:42,Tuesday
T03517,04:22,Thursday
T03518,00:22,Tuesday
T03519,03:12,Monday
T03520,04:25,Saturday
T03521,10:57,Tuesday
T03522,21:12,Saturday
T03523,08:07,Thursday
T03524,17:31,Saturday
T03525,04:20,Friday
T03526,23:59,Sunday
T03527,12:08,Monday
T03528,00:08,Wednesday
T03529,16:00,Tuesday
T03530,01:43,Thursday
T03531,19:47,Thursday
T03532,15:18,Thursday
T03533,02:48,Tuesday
T03534,19:09,Friday
T03535,05:15,Sunday
T03536,03:55,Saturday
T03537,07:42,Tuesday
T03538,15:45,Saturday
T03539,23:32,Tuesday
T03540,06:54,Saturday
T03541,20:09,Monday
T03542,04:25,Wednesday
T03543,06:59,Thursday
T03544,00:39,Monday
T03545,01:24,Friday
T03546,09:44,Tuesday
T03547,07:21,Thursday
T03548,01:32,Saturday
T03549,01:19,Wednesday
T03550,11:17,Saturday
T03551,13:15,Monday
T03552,05:02,Monday
T03553,21:47,Tuesday
T03554,09:30,Friday
T03555,03:27,Wednesday
T03556,15:23,Wednesday
T03557,03:06,Monday
T03558,21:35,Wednesday
T03559,11:47,Saturday
T03560,18:33,Wednesday
T03561,07:41,Tuesday
T03562,18:24,Monday
T03563,04:40,Friday
T03564,03:02,Saturday
T03565,06:12,Thursday
T03566,03:04,Friday
T03567,10:19,Thursday
T03568,06:34,Tuesday
T03569,01:08,Thursday
T03570,17:45,Sunday
T03571,17:22,Thursday
T03572,20:45,Thursday
T03573,02:30,Friday
T03574,16:50,Tuesday
T03575,19:17,Tuesday
T03576,09:02,Monday
T03577,22:12,Sunday
T03578,12:31,Friday
T03579,16:04,Thursday
T03580,16:24,Sunday
T03581,12:25,Wednesday
T03582,06:11,Tuesday
T03583,18:13,Saturday
T03584,00:56,Thursday
T03585,16:45,Friday
T03586,08:19,Wednesday
T03587,22:17,Monday
T03588,05:14,Friday
T03589,07:18,Saturday
T03590,04:56,Tuesday
T03591,08:55,Saturday
T03592,07:52,Friday
T03593,03:00,Wednesday
T03594,20:38,Wednesday
T03595,02:45,Wednesday
T03596,23:08,Friday
T03597,09:20,Saturday
T03598,00:52,Tuesday
T03599,23:17,Wednesday
T03600,00:34,Sunday
T03601,18:06,Saturday
T03602,22:24,Wednesday
T03603,20:40,Friday
T03604,06:52,Tuesday
T03605,10:17,Friday
T03606,20:51,Tuesday
T03607,14:14,Saturday
T03608,13:23,Thursday
T03609,02:31,Thursday
T03610,05:52,Tuesday
T03611,18:31,Tuesday
T03612,20:18,Wednesday
T03613,05:56,Sunday
T03614,12:43,Tuesday
T03615,02:09,Thursday
T03616,07:29,Thursday
T03617,03:46,Tuesday
T03618,23:48,Friday
T03619,03:24,Monday
T03620,03:52,Sunday
T03621,20:59,Tuesday
T03622,07:49,Wednesday
T03623,04:40,Monday
T03624,00:50,Friday
T03625,23:52,Sunday
T03626,22:05,Tuesday
T03627,15:48,Thursday
T03628,05:19,Thursday
T03629,04:15,Friday
T03630,22:17,Friday
T03631,03:01,Monday
T03632,17:18,Friday
T03633,13:09,Tuesday
T03634,00:14,Thursday
T03635,04:22,Wednesday
T03636,07:58,Thursday
T03637,21:56,Sunday
T03638,03:31,Monday
T03639,07:06,Wednesday
T03640,02:39,Monday
T03641,11:59,Monday
T03642,19:09,Thursday
T03643,16:21,Tuesday
T03644,21:27,Saturday
T03645,21:19,Sunday
T03646,09:22,Wednesday
T03647,15:42,Wednesday
T03648,22:51,Sunday
T03649,00:55,Sunday
T03650,20:09,Tuesday
T03651,12:28,Sunday
T03652,15:52,Monday
T03653,18:27,Wednesday
T03654,04:05,Tuesday
T03655,05:49,Wednesday
T03656,10:31,Thursday
T03657,22:26,Sunday
T03658,20:21,Sunday
T03659,20:58,Thursday
T03660,13:35,Friday
T03661,17:31,Friday
T03662,07:24,Friday
T03663,22:26,Friday
T03664,22:51,Tuesday
T03665,22:05,Wednesday
T03666,00:13,Wednesday
T03667,17:30,Monday
T03668,01:58,Wednesday
T03669,04:18,Tuesday
T03670,17:59,Tuesday
T03671,06:52,Monday
T03672,23:08,Saturday
T03673,22:09,Saturday
T03674,00:44,Wednesday
T03675,01:44,Saturday
T03676,18:04,Sunday
T03677,19:55,Monday
T03678,04:23,Monday
T03679,07:04,Friday
T03680,13:09,Thursday
T03681,23:08,Friday
T03682,22:19,Thursday
T03683,23:21,Sunday
T03684,20:44,Wednesday
T03685,03:09,Saturday
T03686,01:38,Friday
T03687,05:00,Sunday
T03688,13:43,Friday
T03689,22:53,Friday
T03690,16:19,Tuesday
T03691,13:59,Wednesday
T03692,02:33,Tuesday
T03693,23:13,Friday
T03694,01:14,Tuesday
T03695,23:35,Sunday
T03696,02:52,Thursday
T03697,15:20,Saturday
T03698,12:52,Tuesday
T03699,01:51,Saturday
T03700,13:12,Monday
T03701,03:04,Friday
T03702,10:01,Wednesday
T03703,05:34,Monday
T03704,06:38,Sunday
T03705,09:12,Tuesday
T03706,20:59,Tuesday
T03707,08:05,Friday
T03708,01:36,Monday
T03709,01:20,Wednesday
T03710,00:22,Thursday
T03711,16:12,Sunday
T03712,12:46,Tuesday
T03713,22:43,Wednesday
T03714,13:57,Friday
T03715,03:32,Monday
T03716,18:50,Thursday
T03717,18:55,Wednesday
T03718,05:09,Thursday
T03719,02:56,Monday
T03720,22:14,Sunday
T03721,21:41,Sunday
T03722,22:10,Friday
T03723,23:38,Friday
T03724,10:28,Wednesday
T03725,09:23,Sunday
T03726,13:02,Sunday
T03727,21:24,Tuesday
T03728,19:38,Tuesday
T03729,18:40,Monday
T03730,00:09,Friday
T03731,02:31,Thursday
T03732,10:10,Tuesday
T03733,02:17,Wednesday
T03734,11:05,Tuesday
T03735,22:49,Wednesday
T03736,15:16,Saturday
T03737,04:07,Thursday
T03738,01:23,Thursday
T03739,13:54,Saturday
T03740,04:28,Friday
T03741,19:20,Monday
T03742,21:26,Thursday
T03743,08:56,Monday
T03744,19:41,Saturday
T03745,07:44,Monday
T03746,04:54,Wednesday
T03747,12:10,Thursday
T03748,02:14,Sunday
T03749,14:42,Wednesday
T03750,14:29,Friday
T03751,14:06,Tuesday
T03752,23:06,Sunday
T03753,13:12,Wednesday
T03754,02:20,Friday
T03755,15:13,Saturday
T03756,15:07,Thursday
T03757,01:34,Thursday
T03758,04:40,Wednesday
T03759,18:02,Sunday
T03760,12:03,Sunday
T03761,13:30,Monday
T03762,06:55,Sunday
T03763,21:27,Wednesday
T03764,20:11,Tuesday
T03765,02:17,Monday
T03766,09:55,Thursday
T03767,13:33,Saturday
T03768,08:11,Monday
T03769,13:21,Tuesday
T03770,06:22,Thursday
T03771,15:34,Sunday
T03772,05:44,Wednesday
T03773,22:36,Sunday
T03774,00:35,Tuesday
T03775,02:46,Friday
T03776,19:09,Saturday
T03777,23:47,Saturday
T03778,10:00,Thursday
T03779,04:31,Monday
T03780,21:26,Friday
T03781,23:00,Sunday
T03782,04:40,Saturday
T03783,18:06,Tuesday
T03784,23:12,Saturday
T03785,17:49,Friday
T03786,12:13,Tuesday
T03787,06:43,Monday
T03788,11:52,Monday
T03789,09:57,Friday
T03790,03:44,Saturday
T03791,14:26,Wednesday
T03792,11:53,Thursday
T03793,16:48,Monday
T03794,05:29,Wednesday
T03795,05:35,Tuesday
T03796,17:27,Wednesday
T03797,21:44,Thursday
T03798,20:18,Friday
T03799,03:05,Monday
T03800,20:01,Thursday
T03801,03:31,Sunday
T03802,19:59,Monday
T03803,20:28,Friday
T03804,01:42,Sunday
T03805,13:13,Sunday
T03806,14:35,Monday
T03807,06:54,Monday
T03808,11:50,Thursday
T03809,20:45,Thursday
T03810,00:23,Friday
T03811,09:17,Wednesday
T03812,09:53,Saturday
T03813,07:00,Monday
T03814,00:01,Sunday
T03815,11:53,Sunday
T03816,23:38,Wednesday
T03817,05:36,Tuesday
T03818,17:25,Friday
T03819,20:25,Sunday
T03820,18:27,Saturday
T03821,12:46,Thursday
T03822,10:33,Thursday
T03823,07:06,Sunday
T03824,04:32,Saturday
T03825,18:50,Sunday
T03826,20:58,Sunday
T03827,17:10,Tuesday
T03828,02:05,Thursday
T03829,00:40,Tuesday
T03830,00:39,Friday
T03831,02:36,Monday
T03832,23:46,Thursday
T03833,20:40,Tuesday
T03834,07:41,Wednesday
T03835,06:34,Saturday
T03836,12:49,Saturday
T03837,01:17,Tuesday
T03838,20:01,Friday
T03839,03:07,Friday
T03840,03:06,Wednesday
T03841,08:57,Monday
T03842,02:31,Sunday
T03843,06:25,Thursday
T03844,00:26,Thursday
T03845,20:04,Saturday
T03846,13:24,Saturday
T03847,14:51,Tuesday
T03848,09:00,Saturday
T03849,18:40,Sunday
T03850,01:07,Wednesday
T03851,15:39,Friday
T03852,00:10,Saturday
T03853,08:59,Tuesday
T03854,19:01,Monday
T03855,16:32,Tuesday
T03856,11:07,Monday
T03857,10:08,Monday
T03858,23:44,Wednesday
T03859,08:30,Monday
T03860,11:45,Saturday
T03861,09:29,Sunday
T03862,15:27,Thursday
T03863,06:16,Tuesday
T03864,21:54,Wednesday
T03865,12:06,Sunday
T03866,18:19,Sunday
T03867,06:46,Thursday
T03868,14:27,Saturday
T03869,08:52,Friday
T03870,03:38,Thursday
T03871,06:36,Wednesday
T03872,20:52,Thursday
T03873,05:56,Friday
T03874,08:37,Wednesday
T03875,19:52,Friday
T03876,11:25,Monday
T03877,05:51,Thursday
T03878,05:22,Monday
T03879,06:42,Wednesday
T03880,04:49,Monday
T03881,00:20,Monday
T03882,22:21,Thursday
T03883,18:50,Tuesday
T03884,17:04,Wednesday
T03885,19:13,Tuesday
T03886,03:35,Saturday
T03887,19:56,Monday
T03888,18:57,Thursday
T03889,21:48,Wednesday
T03890,10:12,Monday
T03891,15:31,Wednesday
T03892,13:07,Thursday
T03893,05:38,Friday
T03894,12:15,Monday
T03895,09:01,Sunday
T03896,18:00,Wednesday
T03897,04:53,Monday
T03898,17:58,Monday
T03899,10:41,Monday
T03900,15:06,Saturday
T03901,09:17,Sunday
T03902,11:25,Friday
T03903,10:31,Monday
T03904,12:19,Thursday
T03905,15:54,Monday
T03906,11:39,Monday
T03907,07:03,Tuesday
T03908,03:20,Saturday
T03909,13:14,Monday
T03910,06:46,Sunday
T03911,17:00,Sunday
T03912,01:16,Monday
T03913,01:19,Wednesday
T03914,10:44,Sunday
T03915,12:17,Tuesday
T03916,04:37,Monday
T03917,04:20,Sunday
T03918,18:56,Saturday
T03919,14:42,Friday
T03920,16:15,Thursday
T03921,21:31,Wednesday
T03922,23:30,Monday
T03923,08:49,Saturday
T03924,02:22,Sunday
T03925,07:42,Saturday
T03926,06:44,Monday
T03927,15:03,Monday
T03928,21:13,Sunday
T03929,12:12,Monday
T03930,10:13,Sunday
T03931,16:32,Sunday
T03932,09:45,Saturday
T03933,04:54,Monday
T03934,04:14,Thursday
T03935,14:55,Friday
T03936,06:49,Tuesday
T03937,02:17,Tuesday
T03938,21:19,Saturday
T03939,03:09,Monday
T03940,23:07,Monday
T03941,14:11,Monday
T03942,15:42,Thursday
T03943,11:16,Friday
T03944,02:22,Tuesday
T03945,04:25,Thursday
T03946,16:21,Thursday
T03947,08:23,Monday
T03948,20:24,Thursday
T03949,06:18,Thursday
T03950,05:38,Friday
T03951,19:31,Thursday
T03952,03:43,Saturday
T03953,07:07,Monday
T03954,01:57,Friday
T03955,08:15,Friday
T03956,03:17,Friday
T03957,22:45,Thursday
T03958,12:06,Saturday
T03959,22:17,Tuesday
T03960,05:50,Wednesday
T03961,20:18,Friday
T03962,09:46,Monday
T03963,05:32,Friday
T03964,15:47,Sunday
T03965,22:15,Wednesday
T03966,21:04,Tuesday
T03967,10:57,Tuesday
T03968,00:42,Thursday
T03969,10:01,Wednesday
T03970,02:10,Sunday
T03971,00:38,Thursday
T03972,18:00,Sunday
T03973,07:30,Monday
T03974,00:36,Wednesday
T03975,07:33,Tuesday
T03976,04:49,Monday
T03977,09:51,Wednesday
T03978,14:31,Wednesday
T03979,17:16,Thursday
T03980,08:23,Monday
T03981,11:19,Wednesday
T03982,16:49,Sunday
T03983,19:30,Wednesday
T03984,21:33,Saturday
T03985,00:09,Sunday
T03986,07:42,Wednesday
T03987,15:01,Friday
T03988,23:44,Wednesday
T03989,06:47,Tuesday
T03990,12:40,Wednesday
T03991,20:43,Thursday
T03992,16:11,Saturday
T03993,11:56,Thursday
T03994,18:26,Wednesday
T03995,06:02,Friday
T03996,22:21,Monday
T03997,13:50,Friday
T03998,11:18,Monday
T03999,15:59,Tuesday
T04000,14:43,Friday
T04001,09:39,Saturday
T04002,05:19,Wednesday
T04003,02:51,Monday
T04004,14:02,Wednesday
T04005,18:07,Thursday
T04006,09:00,Wednesday
T04007,21:53,Monday
T04008,08:08,Wednesday
T04009,16:42,Tuesday
T04010,02:45,Tuesday
T04011,23:12,Friday
T04012,02:18,Monday
T04013,15:59,Tuesday
T04014,21:40,Thursday
T04015,12:57,Wednesday
T04016,09:38,Tuesday
T04017,18:27,Wednesday
T04018,18:08,Sunday
T04019,06:16,Thursday
T04020,17:12,Wednesday
T04021,02:19,Saturday
T04022,14:34,Thursday
T04023,13:06,Friday
T04024,14:44,Friday
T04025,21:45,Thursday
T04026,11:27,Thursday
T04027,13:29,Friday
T04028,00:49,Monday
T04029,04:39,Sunday
T04030,07:37,Wednesday
T04031,04:39,Friday
T04032,09:03,Tuesday
T04033,12:42,Thursday
T04034,16:29,Monday
T04035,01:17,Monday
T04036,10:38,Sunday
T04037,09:36,Saturday
T04038,10:55,Monday
T04039,23:37,Friday
T04040,23:45,Saturday
T04041,06:33,Friday
T04042,23:31,Tuesday
T04043,21:40,Wednesday
T04044,20:19,Monday
T04045,15:39,Tuesday
T04046,03:04,Tuesday
T04047,19:56,Friday
T04048,03:15,Monday
T04049,15:01,Thursday
T04050,12:03,Wednesday
T04051,12:30,Sunday
T04052,07:53,Wednesday
T04053,19:43,Sunday
T04054,21:39,Thursday
T04055,04:40,Tuesday
T04056,04:52,Saturday
T04057,07:10,Saturday
T04058,22:34,Thursday
T04059,15:18,Saturday
T04060,03:37,Wednesday
T04061,21:17,Thursday
T04062,22:51,Thursday
T04063,13:52,Tuesday
T04064,00:18,Monday
T04065,18:24,Friday
T04066,09:02,Saturday
T04067,21:39,Monday
T04068,11:08,Saturday
T04069,14:17,Tuesday
T04070,11:32,Tuesday
T04071,11:57,Friday
T04072,12:32,Tuesday
T04073,20:09,Saturday
T04074,23:36,Thursday
T04075,22:54,Wednesday
T04076,21:19,Monday
T04077,20:30,Thursday
T04078,19:42,Friday
T04079,22:59,Sunday
T04080,21:33,Tuesday
T04081,22:20,Friday
T04082,11:37,Sunday
T04083,12:04,Monday
T04084,23:10,Monday
T04085,21:06,Saturday
T04086,15:20,Sunday
T04087,23:50,Monday
T04088,05:46,Sunday
T04089,13:59,Monday
T04090,19:16,Monday
T04091,23:04,Sunday
T04092,11:38,Sunday
T04093,00:59,Wednesday
T04094,03:44,Thursday
T04095,04:40,Friday
T04096,06:12,Thursday
T04097,14:43,Tuesday
T04098,06:47,Thursday
T04099,16:51,Monday
T04100,18:01,Saturday
T04101,03:13,Sunday
T04102,04:57,Wednesday
T04103,13:36,Sunday
T04104,02:21,Saturday
T04105,23:58,Saturday
T04106,16:31,Sunday
T04107,06:36,Friday
T04108,11:22,Friday
T04109,04:51,Thursday
T04110,13:40,Sunday
T04111,02:36,Tuesday
T04112,16:19,Monday
T04113,15:14,Friday
T04114,17:21,Tuesday
T04115,09:59,Thursday
T04116,22:22,Sunday
T04117,05:18,Friday
T04118,18:15,Friday
T04119,16:19,Friday
T04120,01:34,Monday
T04121,18:30,Saturday
T04122,00:02,Thursday
T04123,08:12,Sunday
T04124,01:08,Friday
T04125,23:21,Monday
T04126,07:31,Sunday
T04127,18:57,Saturday
T04128,01:22,Thursday
T04129,19:47,Monday
T04130,17:30,Wednesday
T04131,23:02,Monday
T04132,15:32,Saturday
T04133,11:27,Wednesday
T04134,07:01,Monday
T04135,06:34,Sunday
T04136,12:43,Saturday
T04137,00:35,Monday
T04138,12:49,Saturday
T04139,04:27,Thursday
T04140,17:08,Thursday
T04141,03:57,Wednesday
T04142,11:12,Thursday
T04143,01:15,Monday
T04144,18:00,Thursday
T04145,23:48,Friday
T04146,01:51,Sunday
T04147,23:15,Monday
T04148,01:08,Tuesday
T04149,09:02,Wednesday
T04150,19:41,Wednesday
T04151,04:38,Thursday
T04152,21:07,Monday
T04153,02:16,Tuesday
T04154,15:45,Sunday
T04155,11:57,Thursday
T04156,22:19,Sunday
T04157,17:18,Tuesday
T04158,16:57,Wednesday
T04159,22:34,Monday
T04160,01:22,Saturday
T04161,19:31,Monday
T04162,06:58,Sunday
T04163,16:14,Saturday
T04164,17:13,Wednesday
T04165,23:52,Monday
T04166,07:44,Saturday
T04167,14:07,Thursday
T04168,01:17,Friday
T04169,12:19,Monday
T04170,08:54,Thursday
T04171,15:01,Thursday
T04172,14:02,Tuesday
T04173,12:11,Thursday
T04174,17:03,Wednesday
T04175,01:34,Monday
T04176,19:48,Sunday
T04177,08:51,Tuesday
T04178,00:21,Sunday
T04179,19:27,Sunday
T04180,23:59,Sunday
T04181,01:51,Friday
T04182,12:46,Wednesday
T04183,17:29,Friday
T04184,23:36,Wednesday
T04185,05:24,Saturday
T04186,07:08,Wednesday
T04187,21:17,Tuesday
T04188,17:18,Friday
T04189,12:02,Wednesday
T04190,11:17,Wednesday
T04191,20:51,Monday
T04192,03:19,Saturday
T04193,10:53,Sunday
T04194,05:28,Monday
T04195,14:00,Monday
T04196,11:30,Sunday
T04197,17:13,Monday
T04198,18:05,Friday
T04199,17:20,Thursday
T04200,05:16,Wednesday
T04201,15:08,Saturday
T04202,05:09,Saturday
T04203,01:14,Saturday
T04204,01:11,Friday
T04205,14:37,Monday
T04206,17:45,Monday
T04207,22:16,Monday
T04208,21:54,Friday
T04209,22:02,Tuesday
T04210,11:06,Friday
T04211,14:07,Monday
T04212,07:13,Friday
T04213,11:53,Thursday
T04214,02:41,Wednesday
T04215,04:01,Friday
T04216,11:21,Saturday
T04217,11:30,Friday
T04218,00:10,Monday
T04219,09:59,Friday
T04220,00:06,Tuesday
T04221,10:32,Sunday
T04222,23:32,Saturday
T04223,11:13,Sunday
T04224,18:02,Saturday
T04225,04:24,Monday
T04226,02:59,Friday
T04227,16:36,Friday
T04228,23:26,Saturday
T04229,03:54,Sunday
T04230,01:38,Saturday
T04231,16:33,Wednesday
T04232,08:12,Wednesday
T04233,07:21,Sunday
T04234,11:14,Wednesday
T04235,23:07,Tuesday
T04236,14:46,Wednesday
T04237,02:22,Friday
T04238,02:58,Saturday
T04239,15:38,Thursday
T04240,13:14,Sunday
T04241,04:59,Tuesday
T04242,13:43,Saturday
T04243,04:38,Sunday
T04244,09:21,Monday
T04245,02:26,Friday
T04246,04:36,Saturday
T04247,06:57,Thursday
T04248,00:10,Thursday
T04249,08:48,Saturday
T04250,15:47,Tuesday
T04251,01:53,Monday
T04252,22:10,Tuesday
T04253,16:55,Thursday
T04254,13:22,Thursday
T04255,22:35,Saturday
T04256,09:07,Sunday
T04257,10:37,Friday
T04258,03:46,Monday
T04259,23:58,Thursday
T04260,13:40,Saturday
T04261,13:18,Saturday
T04262,04:46,Saturday
T04263,18:58,Monday
T04264,04:57,Friday
T04265,18:23,Saturday
T04266,14:24,Thursday
T04267,05:32,Friday
T04268,08:49,Tuesday
T04269,09:31,Monday
T04270,18:33,Friday
T04271,16:54,Wednesday
T04272,10:24,Sunday
T04273,05:09,Sunday
T04274,23:56,Tuesday
T04275,13:33,Friday
T04276,19:20,Wednesday
T04277,09:10,Wednesday
T04278,08:31,Tuesday
T04279,05:18,Friday
T04280,03:59,Saturday
T04281,08:09,Tuesday
T04282,17:53,Sunday
T04283,05:01,Monday
T04284,17:34,Monday
T04285,15:53,Wednesday
T04286,06:18,Thursday
T04287,23:28,Tuesday
T04288,14:18,Saturday
T04289,22:58,Thursday
T04290,13:31,Monday
T04291,04:17,Saturday
T04292,03:22,Saturday
T04293,07:46,Wednesday
T04294,05:32,Wednesday
T04295,14:40,Friday
T04296,21:49,Saturday
T04297,22:20,Thursday
T04298,03:59,Sunday
T04299,16:20,Sunday
T04300,17:42,Monday
T04301,20:40,Tuesday
T04302,04:37,Sunday
T04303,07:43,Wednesday
